LECROYDDA3000 10053 Waveform
Segments 1 SegmentSize 100002
Segment TrigTime TimeSinceSegment1
#1 14-Jan-2002 02:43:06 0                 
Time Ampl
-2.487767e-006 -0.00690541
-2.487717e-006 0.00034527
-2.487667e-006 0.000172635
-2.487617e-006 -0.00535169
-2.487567e-006 -0.00949493
-2.487517e-006 -0.00707804
-2.487467e-006 0.00569696
-2.487417e-006 0.0151919
-2.487367e-006 0.0058696
-2.487317e-006 -0.00656014
-2.487267e-006 -0.0103581
-2.487217e-006 -0.00224426
-2.487167e-006 0.0093223
-2.487117e-006 0.0124297
-2.487067e-006 0.00379797
-2.487017e-006 -0.00811385
-2.486967e-006 -0.00604223
-2.486917e-006 -0.00466115
-2.486867e-006 -0.0034527
-2.486817e-006 0.0029348
-2.486767e-006 0.00776858
-2.486717e-006 0.0112213
-2.486667e-006 0.0029348
-2.486617e-006 -0.00328007
-2.486567e-006 -0.00794122
